Unnamed: 0,receipe,nutricional,ingredients
110,Spaghetti bolognese,"Each 337g serving contains (excludes serving suggestion)
KCal
465
Carbs
60.5g
Fibre
13.8g
Protein
33.1g
Fat
7.0g
Saturates
2.3g
Sugars
12.9g
Salt
0.28g
Fruit/Veg Portion
3
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tsp rapeseed oil
2 medium onions, finely chopped
500g lean minced beef
1 carrot, finely diced
1 yellow pepper, finely chopped
1 courgette, finely diced
2-4 cloves garlic, crushed
1 heaped tsp dried basil
2 heaped tsp dried oregano
small pinch chilli flakes
1 low-salt beef stock cube
800g tin chopped tomatoes
1 tbsp tomato puree
400g tin Puy lentils, drained
10g freshly chopped parsley
400g wholemeal spaghetti
good grind black pepper
6 freshly torn basil leaves, to garnish"
111,Spaetzle,"Each 86g serving contains (excludes serving suggestion)
KCal
270
Carbs
48.3g
Fibre
2.8g
Protein
8.6g
Fat
4.1g
Saturates
1.0g
Sugars
0.5g
Salt
0.39g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
250g plain flour
1 large egg, beaten
pinch nutmeg
2 tsp olive oil
1 tbsp fresh parsley, chopped"
112,Southern style chicken,"Each 110g serving contains (excludes serving suggestion)
KCal
193
Carbs
6.6g
Fibre
2.1g
Protein
27.1g
Fat
6.0g
Saturates
1.5g
Sugars
0.4g
Salt
0.39g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 heaped tsp dried thyme
1 heaped tsp allspice
1 heaped tsp paprika
1 heaped tsp turmeric
1 heaped tsp oregano
1 tsp sage
good grind black pepper
1 slice wholemeal bread, crumbled into 30g fine breadcrumbs
1 egg, beaten
450g chicken thighs, skin removed
1 tbsp plain flour
1 tsp rapeseed oil"
113,Sole goujons with vegetable chips,"Each 483g serving contains (excludes serving suggestion)
KCal
505
Carbs
65.5g
Fibre
9.5g
Protein
35.7g
Fat
8.8g
Saturates
1.7g
Sugars
10.4g
Salt
0.67g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 medium potatoes (approx. 200g each), cut into thick chips
1 sweet potato, peeled and cut into thick chips
1 parsnip, peeled and cut into thick chips
2 tsp olive oil
1 tbsp chopped parsley
50g polenta (cornmeal)
1 clove garlic, crushed
grated zest 1 lime
freshly ground black pepper
2 skinless lemon sole or plaice fillets, about 150g each, cut into thick strips
1 egg, beaten"
114,Soda bread,"Each 97g serving contains (excludes serving suggestion)
KCal
240
Carbs
41.9g
Fibre
4.2g
Protein
7.6g
Fat
3.7g
Saturates
1.9g
Sugars
2.4g
Salt
0.28g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
250g wholemeal plain flour
200g plain flour
half tsp bicarbonate of soda
half tsp cream of tartar
25g butter
300ml buttermilk"
115,Soda bread pizzetta,"Each 74g serving contains (excludes serving suggestion)
KCal
99
Carbs
16.9g
Fibre
2.9g
Protein
3.3g
Fat
1.3g
Saturates
0.2g
Sugars
2.7g
Salt
0.24g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 fresh tomatoes, thinly sliced
1 red onion, very thinly sliced
100g sweetcorn
50g reduced-fat mozzarella, sliced thinly
125g wholemeal flour and sprinkle for rolling
half tsp bicarbonate of soda
1 tbsp yogurt
1 tsp rapeseed oil
1 tbsp tomato puree
1 heaped tsp oregano"
116,Smoky tofu kebabs,"Each 164g serving contains (excludes serving suggestion)
KCal
176
Carbs
3.2g
Fibre
4.0g
Protein
9.0g
Fat
13.2g
Saturates
1.9g
Sugars
2.3g
Salt
0.04g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
200g pack firm tofu, drained
2–3 medium courgettes, sliced thinly lengthways into 12 slices (300g)
For the marinade:
2 tbsp toasted coriander seeds
1 tbsp toasted cumin seeds
4 cloves garlic, peeled
4cm piece ginger, roughly chopped
2 red chillies, deseeded and roughly chopped
freshly ground black pepper
1 tbsp sundried tomato purée
3 tbsp white wine vinegar
3 tbsp extra-virgin olive oil
2 tbsp water"
117,Smoky roast vegetables with sesame yogurt,"Each 407g serving contains (excludes serving suggestion)
KCal
264
Carbs
37.0g
Fibre
12.7g
Protein
7.3g
Fat
6.9g
Saturates
1.1g
Sugars
17.3g
Salt
0.16g
Fruit/Veg Portion
4
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 carrot, cut into chunks
200g Jerusalem artichokes, cut into chunks
1 sweet potato, cut into chunks
2 red onions, quartered
2 peppers – red and green, quartered
1 tbsp olive oil
2 heaped tsp mild (dulce) smoked paprika
For the sesame yogurt:
2 tsp tahini
4 tbsp 0% fat Greek yogurt"
118,Smoky chicken kebabs,"Each 215g serving contains (excludes serving suggestion)
KCal
205
Carbs
1.9g
Fibre
2.9g
Protein
32.4g
Fat
6.9g
Saturates
1.1g
Sugars
1.6g
Salt
0.2g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
For the marinade:
2 tbsp toasted coriander seeds
1 tbsp toasted cumin seeds
4 cloves garlic, peeled
4cm piece ginger, roughly chopped
2 red chillies, deseeded and roughly chopped
freshly ground black pepper
1 tbsp sun-dried tomato purée
3 tbsp white wine vinegar
3 tbsp extra-virgin olive oil
For the kebabs:
8 small chicken breasts (approx.1kg), cut into 2.5-3.5cm cubes
4 medium courgettes, cut into 2cm thick rings
8 lemon/lime wedges, to serve"
119,Smoked salmon and chive mini tartlets,"Each 18g serving contains (excludes serving suggestion)
KCal
59
Carbs
3.8g
Fibre
0.3g
Protein
1.4g
Fat
4.1g
Saturates
1.7g
Sugars
0.2g
Salt
0.13g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
350g ready-made shortcrust pastry
1 egg, beaten
150ml light crème fraiche
2 tbsp chives, chopped
75g smoked salmon, roughly chopped
freshly ground black pepper"
120,Cheddar and leek pancakes,"Each 143g serving contains (excludes serving suggestion)
KCal
201
Carbs
19.7g
Fibre
4.0g
Protein
11.1g
Fat
7.7g
Saturates
2.3g
Sugars
3.1g
Salt
0.31g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tsp rapeseed oil
1 leek, finely chopped
1 egg, beaten
150ml semi-skimmed milk
100g wholemeal flour
50g reduced-fat mature Cheddar cheese, finely diced
pinch pepper"
121,Slow-roasted garlic and herb tomatoes,"Each 213g serving contains (excludes serving suggestion)
KCal
107
Carbs
8.5g
Fibre
3.6g
Protein
2.1g
Fat
6.4g
Saturates
1.0g
Sugars
7.3g
Salt
0.01g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
6 cloves garlic, crushed
1 tsp dried oregano
2 pinches ground black pepper
1 tbsp olive oil, plus a little extra to oil a baking tray
4 large vine tomatoes (approx. 500g)"
122,Skewered fruit with dipping sauces,"Each 193g serving contains (excludes serving suggestion)
KCal
102
Carbs
19.7g
Fibre
4.0g
Protein
2.3g
Fat
0.6g
Saturates
0.1g
Sugars
18.9g
Salt
0.02g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
For the kebabs:
400g mixed fruit, sliced
For the sauce:
150g berries (any type)
sugar-free sweetener, to taste
2 tbsp virtually fat-free fromage frais"
123,Shellfish risotto,"Each 462g serving contains (excludes serving suggestion)
KCal
267
Carbs
38.4g
Fibre
2.8g
Protein
19.4g
Fat
3.3g
Saturates
0.4g
Sugars
5.9g
Salt
1.38g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tsp rapeseed oil
1 onion, finely chopped
1 low-salt fish stock cube dissolved in 900ml of water
1 red pepper, finely chopped
1 courgette, finely chopped
1 clove garlic, crushed
good pinch white pepper
15g parsley, finely chopped and 1 tbsp to serve
150g Arborio rice
350g bag mixed frozen seafood, defrosted (mussels 37%, squid 25%, prawns 25%)
1 tbsp 0% fat Greek yogurt
pinch parsley and black pepper to serve"
124,Shakshuka,"Each 645g serving contains (excludes serving suggestion)
KCal
259
Carbs
27.5g
Fibre
9.6g
Protein
16.7g
Fat
7.0g
Saturates
1.6g
Sugars
25.9g
Salt
0.3g
Fruit/Veg Portion
5
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 small onion, finely sliced, approx 60g, unpeeled
1 red and 1 orange pepper, halved, deseeded and chopped, approx 120g unprepared weight
1 clove garlic, crushed
1tsp sundried tomato paste or tomato purée
1tsp smoked paprika
1/2tsp ground cumin
1/2tsp ground coriander
400g can chopped tomatoes
1 egg
Fresh chopped parsley and mint"
125,Sesame crusted salmon and green bean salad,"Each 372g serving contains (excludes serving suggestion)
KCal
408
Carbs
7.2g
Fibre
5.8g
Protein
29.5g
Fat
27.8g
Saturates
4.8g
Sugars
6.3g
Salt
0.15g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
juice half lemon
2 tsp toasted sesame oil
2 tsp Chinese five-spice
2 salmon steaks (approx. 120g each)
1 tbsp sesame seeds
1 tsp sunflower oil
200g fine green beans, trimmed
2 tomatoes, chopped
half small red onion, finely chopped
1 little gem lettuce, finely shredded
2 tsp balsamic vinegar"
126,Seafood risotto,"Each 554g serving contains (excludes serving suggestion)
KCal
374
Carbs
49.4g
Fibre
3.2g
Protein
21.4g
Fat
9.4g
Saturates
1.6g
Sugars
6.8g
Salt
0.78g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tsp rapeseed oil
1 onion, finely chopped
1 low-salt vegetable stock cube, dissolved in 900ml water
1 yellow pepper, finely chopped
1 clove garlic, crushed
good pinch white pepper
15g parsley, finely chopped, plus 1 tbsp to serve
150g Arborio (risotto) rice
1 salmon steak (approx. 125g), cubed and skin removed
100g cooked peeled prawns
50g squid rings
50g natural low-fat yogurt
grind black pepper
pinch freshly chopped parsley"
127,Seafood parcels,"Each 307g serving contains (excludes serving suggestion)
KCal
257
Carbs
7.9g
Fibre
5.9g
Protein
27.2g
Fat
11.7g
Saturates
2.1g
Sugars
6.8g
Salt
0.31g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
160g broccoli florets
100g salmon, cubed
100g pollock, cut into 2 chunks
50g prawns
6 spring onions, sliced
1 red pepper, cut into strips
10g parsley
black pepper
juice lemon, plus 2 wedges to serve
2 tbsp water
2 tsp olive oil"
128,Scandinavian pickled cucumber and salad sandwich,"Each 175g serving contains (excludes serving suggestion)
KCal
151
Carbs
15.9g
Fibre
1.8g
Protein
8.7g
Fat
5.5g
Saturates
1.0g
Sugars
6.0g
Salt
1.15g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
175g cucumber, very thinly sliced
1 red onion, very thinly sliced
juice half lemon
2 tsp horseradish sauce
2 tsp mayonnaise
2 tbsp low-fat natural yogurt
4 slices (approx. 25g per slice) German-style dark wholegrain rye bread
4 handfuls mixed salad leaves
100g smoked salmon
1 tsp small capers
black pepper
4 wedges lemon, to serve"
129,Scary pumpkin soup with tombstone bread,"Each 430g serving contains (excludes serving suggestion)
KCal
272
Carbs
44.6g
Fibre
8.5g
Protein
11.5g
Fat
3.3g
Saturates
0.3g
Sugars
14.5g
Salt
0.56g
Fruit/Veg Portion
4
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tsp rapeseed oil
1 large onion, chopped
1 small butternut squash (500g prepared weight)
1 low salt vegetable stock cube in 800ml boiling water
75g red lentils
400g can tomatoes
1 tbsp tomato puree
good pinch pepper
4 slices wholemeal bread"
130,Savoy Coleslaw,"Each 95g serving contains (excludes serving suggestion)
KCal
68
Carbs
3.9g
Fibre
3.0g
Protein
1.4g
Fat
4.5g
Saturates
0.6g
Sugars
3.8g
Salt
0.09g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
half Savoy cabbage (about 400g)
1 leek (100g)
2–3 carrots (200g)
3 tbsp extra-virgin olive oil
juice 1 lemon
1 heaped tsp grain mustard
pinch pepper"
131,Scallops with lime and chilli butter,"Each 125g serving contains (excludes serving suggestion)
KCal
153
Carbs
0.1g
Fibre
0.4g
Protein
21.8g
Fat
7.2g
Saturates
2.7g
Sugars
0.1g
Salt
0.49g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
15g butter, softened
1 tbsp olive oil
half-1 red chilli, finely chopped
grated rind and juice 1 lime
freshly ground black pepper
12 scallops, cleaned
rocket leaves, to serve"
132,Savoury popcorn,"Each 22g serving contains (excludes serving suggestion)
KCal
58
Carbs
7.7g
Fibre
0.5g
Protein
2.0g
Fat
2.0g
Saturates
0.4g
Sugars
0.2g
Salt
0.03g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
60g popping corn (divided into two, 30g portions)
For the cheesy garlic popcorn topping:
1 tsp rapeseed oil1-2 cloves garlic, crushed
1 tsp chopped fresh oregano (or half tsp dried)
good grind pepper
10g Parmesan, very finely grated
For the chilli lemon popcorn topping:
1 tsp rapeseed oil
half red chilli, very finely chopped
juice and finely grated zest 1 lemon
1 tsp chopped fresh thyme (or half tsp dried)"
133,Savoury meatloaf and onion gravy,"Each 182g serving contains (excludes serving suggestion)
KCal
180
Carbs
12.7g
Fibre
2.7g
Protein
19.5g
Fat
5.1g
Saturates
2.1g
Sugars
7.1g
Salt
0.46g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
For the meatloaf:
225g lean minced beef
225g lean minced pork
50g fresh wholemeal breadcrumbs
2 tbsp chopped fresh mixed herbs (parsley, thyme, oregano)
1 small red onion, finely chopped
1 eating apple, grated
black pepper
For the onion gravy:
2 red onions, finely sliced
2–3 tsp gravy powder
1 tsp wholegrain mustard
1 tbsp finely chopped fresh chives"
134,"Salmon, red onion and sweet pepper wraps","Each 363g serving contains (excludes serving suggestion)
KCal
396
Carbs
39.0g
Fibre
6.0g
Protein
32.7g
Fat
10.8g
Saturates
3.0g
Sugars
9.0g
Salt
1.61g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
200g tin red salmon
half red onion, finely chopped
1 red pepper, finely chopped
50g cucumber, finely diced
50g low-fat yogurt
juice half lemon
good grind black pepper
2 wholemeal tortillas, 70g each
50g salad leaves"
135,Salmon pate,"Each 207g serving contains (excludes serving suggestion)
KCal
146
Carbs
4.3g
Fibre
2.1g
Protein
19.4g
Fat
5.2g
Saturates
1.6g
Sugars
4.1g
Salt
0.88g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
213g tin red salmon (drained weight 150g)
4 spring onions, finely chopped
2 tsp capers, roughly chopped
half red pepper, finely chopped
5cm cucumber, deseeded and finely chopped
1 tbsp finely chopped fresh dill/parsley, plus sprig to serve
juice half lemon
good pinch white pepper
25g reduced-fat cream cheese"
136,Salmon on fennel ratatouille,"Each 601g serving contains (excludes serving suggestion)
KCal
421
Carbs
20.0g
Fibre
10.3g
Protein
29.3g
Fat
22.5g
Saturates
3.9g
Sugars
18.0g
Salt
0.18g
Fruit/Veg Portion
6
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1tsp olive oil
1 small red onion, roughly chopped
1 yellow pepper, chopped
1 clove garlic, crushed
good pinch dried oregano
pinch pepper
2 fresh ripe tomatoes, chopped
half small head fennel, thinly sliced
1 125g salmon fillet
2 tbsp water
fresh basil leaves, to serve"
137,Salmon in broccoli and leek sauce,"Each 336g serving contains (excludes serving suggestion)
KCal
332
Carbs
10.4g
Fibre
4.8g
Protein
28.5g
Fat
18.5g
Saturates
4.6g
Sugars
4.9g
Salt
0.44g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 low-salt fish stock cube, dissolved in 200ml boiling water
320g broccoli, in florets
150g leeks, chopped
175ml semi-skimmed milk
1 tbsp cornflour, dissolved in 25ml semi-skimmed milk
1 tsp Dijon mustard
good pinch white pepper
15g Parmesan cheese
400g salmon, cubed
1 tbsp reduced-fat cream cheese
10g fresh parsley, chopped"
138,Salmon fishcakes,"Each 398g serving contains (excludes serving suggestion)
KCal
681
Carbs
54.4g
Fibre
5.9g
Protein
42.6g
Fat
31.3g
Saturates
5.7g
Sugars
4.1g
Salt
1.14g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
350g potatoes, peeled and chopped
300g fresh salmon, poached and flaked, or tinned if you prefer
2 spring onions, sliced
2 anchovy fillets, chopped
handful fresh herbs, (e.g. parsley and dill), chopped
1 tbsp light mayonnaise
black pepper, freshly ground
flour, for dusting
1 egg, beaten
2 slices granary bread, in breadcrumbs
2 tsp vegetable oil
lemon wedges, to serve"
139,Salmon and spinach filo tarts,"Each 220g serving contains (excludes serving suggestion)
KCal
267
Carbs
18.4g
Fibre
2.8g
Protein
18.9g
Fat
12.4g
Saturates
2.5g
Sugars
4.9g
Salt
0.39g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tbsp vegetable oil
100g filo pastry
1 yellow pepper, chopped
4 spring onions, finely sliced
75g cooked and drained spinach (defrosted frozen is ideal)
good pinch pepper
15g dill, roughly chopped but reserving 4 sprigs to garnish
2 boneless, skinless salmon steaks (approx. 125g each), cut into small cubes
1 egg, beaten with 100ml milk
8 cherry tomatoes, sliced
lemon wedges, to garnish"
140,"Sage, onion and sweet potato stuffing","Each 90g serving contains (excludes serving suggestion)
KCal
65
Carbs
10.8g
Fibre
2.4g
Protein
1.5g
Fat
1.3g
Saturates
0.1g
Sugars
5.9g
Salt
0.08g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 large onions, roughly chopped
2 tsp rapseed oil
pinch pepper
1 tsp dried sage
1 slice wholemeal bread, in breadcrumbs
100g mashed sweet potato"
141,Saag aloo (spinach and potatoes),"Each 259g serving contains (excludes serving suggestion)
KCal
180
Carbs
28.1g
Fibre
6.9g
Protein
6.5g
Fat
3.1g
Saturates
0.4g
Sugars
4.9g
Salt
0.47g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tbsp olive oil
1 large onion, finely chopped
4 cloves garlic, finely chopped
1-3 green chillies (depending on how hot you like it), finely chopped
1 tbsp chopped fresh ginger
1 tsp turmeric
750g potatoes, peeled and cut into small pieces
half-1.5 tsp red chilli powder
750g spinach leaves, washed and chopped"
